# ----------------------------------------
# Bike MS - Luminate Pages
# Landing Pages
# 20160401-20171214
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Bike Registration - Join Team from Team Page (Goal 4 Conversion Rate),Bike Registration - Join Team from Team Page (Goal 4 Completions),Bike Registration - Join Team from Team Page (Goal 4 Value)
/site/Donation2?idb=924066062&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=8934558&PROXY_TYPE=20&amp;df_id=57826&idb=1866280680&amp;FR_ID=28263&amp;PROXY_ID=8934558&amp;57826.donation=root&amp;PROXY_TYPE=20&amp;mfc_pref=T,32,56.25%,18,21.88%,2.44,00:03:47,0.00%,0,$0.00
/site/Donation2?idb=961220921&df_id=55820&FR_ID=27006&mfc_pref=T&PROXY_ID=14816686&55820.donation=form1&PROXY_TYPE=20&s_subsrc=bfDskFbPfPrbdg&s_src=boundlessfundraising,32,68.75%,22,43.75%,2.16,00:03:04,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_HOM_pc_2017&pc2_page=center&fr_id=28272,32,0.00%,0,0.00%,3.50,00:01:53,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_NCT_Landing_Page&fr_id=23796,32,62.50%,20,50.00%,2.34,00:01:36,0.00%,0,$0.00
/site/SPageNavigator/BIKE_HOM_splash.html?NONCE_TOKEN=3B6B00A47AD2E453BC6A6A0074CBFA83,32,46.88%,15,78.12%,1.31,00:00:52,0.00%,0,$0.00
/site/SPageNavigator/BIKE_TXH_2015BikeList.html,32,15.62%,5,15.62%,6.03,00:04:48,12.50%,4,$0.00
/site/SPageServer?list_category_id=1893&starting_postal=44212&pagename=BIKE_HOM_events&s_src=BMS-HOM-ADS&s_subsrc=OHA-OHI-PPS-FB-99963733,32,93.75%,30,50.00%,1.59,00:01:10,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_aboutBikeMS&fr_id=27151,32,68.75%,22,21.88%,1.88,00:01:17,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc&fr_id=27707,32,3.12%,1,31.25%,1.91,00:02:50,0.00%,0,$0.00
"/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=27003&s_isRegistrationThanks=true,additional_gift-$150.00,total_amount-$250.00",32,3.12%,1,0.00%,4.84,00:05:53,0.00%,0,$0.00
"/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=28104&s_isRegistrationThanks=true,total_amount-$70.00",32,59.38%,19,0.00%,1.56,00:01:29,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&s_subsrc=:sub_source&s_src=boundlessfundraising&fr_id=27711,32,25.00%,8,25.00%,1.75,00:03:31,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_view=report-team&pc2_page=tprogress&fr_id=27707,32,21.88%,7,43.75%,1.75,00:01:49,0.00%,0,$0.00
/site/Donation2?56020.donation=form1&idb=483104941&df_id=56020&FR_ID=27149&mfc_pref=T&PROXY_ID=15211295&PROXY_TYPE=20,31,51.61%,16,3.23%,1.48,00:01:12,0.00%,0,$0.00
/site/Donation2?57677.donation=form1&idb=1410931089&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=15630960&PROXY_TYPE=20&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,31,87.10%,27,32.26%,1.52,00:01:54,0.00%,0,$0.00
/site/Donation2?57677.donation=form1&idb=1768816788&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=7874082&PROXY_TYPE=20,31,61.29%,19,41.94%,1.81,00:02:53,0.00%,0,$0.00
/site/Donation2?57677.donation=form1&idb=232325966&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=3520384&PROXY_TYPE=20,31,80.65%,25,19.35%,2.42,00:03:44,0.00%,0,$0.00
/site/Donation2?57798.donation=form1&idb=656330179&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=16203051&PROXY_TYPE=20,31,64.52%,20,51.61%,1.77,00:00:38,0.00%,0,$0.00
/site/Donation2?57798.donation=form1&idb=895168874&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15785700&PROXY_TYPE=20&NONCE_TOKEN=CAD055D0466CF0793DA751EEE8E52F70&s_tafId=538648,31,87.10%,27,9.68%,1.94,00:01:31,0.00%,0,$0.00
/site/Donation2?58752.donation=form1&idb=1014134267&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=15591398&PROXY_TYPE=20&NONCE_TOKEN=2B6FF3B0C0AE6C4F5C6CF23168F85474,31,77.42%,24,16.13%,2.03,00:03:25,0.00%,0,$0.00
/site/Donation2?58752.donation=form1&idb=708615418&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=5548625&PROXY_TYPE=20,31,48.39%,15,45.16%,1.90,00:03:19,0.00%,0,$0.00
/site/Donation2?df_id=55075&PROXY_ID=14703434&PROXY_TYPE=20&FR_ID=26536&s_subsrc=bfIphSmsPfMsg&s_src=boundlessfundraising,31,96.77%,30,93.55%,1.06,00:00:01,0.00%,0,$0.00
/site/Donation2?idb=1083997468&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=13404540&PROXY_TYPE=20&55952.donation=form1&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,31,64.52%,20,54.84%,2.10,00:04:29,0.00%,0,$0.00
/site/Donation2?idb=1218594375&df_id=56530&56530.donation=form1&FR_ID=27426&mfc_pref=T&PROXY_ID=12419996&PROXY_TYPE=20,31,54.84%,17,58.06%,1.68,00:02:52,0.00%,0,$0.00
/site/Donation2?idb=1350259371&df_id=58140&58140.donation=form1&FR_ID=28847&mfc_pref=T&PROXY_ID=11767274&PROXY_TYPE=20,31,87.10%,27,19.35%,2.26,00:02:56,0.00%,0,$0.00
/site/Donation2?idb=1391407862&df_id=55813&55813.donation=form1&FR_ID=27043&mfc_pref=T&PROXY_ID=14787164&PROXY_TYPE=20,31,74.19%,23,58.06%,1.81,00:02:36,0.00%,0,$0.00
/site/Donation2?idb=1420367947&df_id=55817&FR_ID=27048&mfc_pref=T&PROXY_ID=4334481&PROXY_TYPE=20&55817.donation=form1,31,70.97%,22,3.23%,2.94,00:05:18,0.00%,0,$0.00
/site/Donation2?idb=1473100320&df_id=57382&FR_ID=27876&mfc_pref=T&PROXY_ID=15436874&PROXY_TYPE=20&57382.donation=form1&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,31,54.84%,17,45.16%,2.42,00:04:41,0.00%,0,$0.00
/site/Donation2?idb=1491524706&df_id=55827&FR_ID=27188&mfc_pref=T&PROXY_ID=3378171&PROXY_TYPE=20&55827.donation=form1,31,96.77%,30,22.58%,1.39,00:00:28,0.00%,0,$0.00
/site/Donation2?idb=152065267&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=1923939&PROXY_TYPE=20&55952.donation=form1,31,77.42%,24,32.26%,2.48,00:02:27,0.00%,0,$0.00
/site/Donation2?idb=1681964591&df_id=58509&58509.donation=form1&FR_ID=28911&mfc_pref=T&PROXY_ID=10106735&PROXY_TYPE=20,31,87.10%,27,12.90%,1.97,00:03:08,0.00%,0,$0.00
/site/Donation2?idb=1847056924&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=16078344&55820.donation=form1&PROXY_TYPE=20,31,87.10%,27,6.45%,1.87,00:03:58,0.00%,0,$0.00
/site/Donation2?idb=1872090263&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15700092&PROXY_TYPE=20&s_subsrc=bfIphFbPfMsg&s_src=boundlessfundraising,31,29.03%,9,25.81%,2.84,00:02:38,0.00%,0,$0.00
/site/Donation2?idb=419169699&df_id=56012&FR_ID=27170&mfc_pref=T&PROXY_ID=15323784&PROXY_TYPE=20&56012.donation=form1,31,3.23%,1,67.74%,1.45,00:03:52,0.00%,0,$0.00
/site/Donation2?idb=476166974&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=15262027&PROXY_TYPE=20&55825.donation=form1,31,93.55%,29,25.81%,2.23,00:03:15,0.00%,0,$0.00
/site/Donation2?idb=525524017&df_id=55815&FR_ID=27065&mfc_pref=T&PROXY_ID=1618604&55815.donation=form1&PROXY_TYPE=20,31,48.39%,15,48.39%,2.55,00:07:23,0.00%,0,$0.00
/site/Donation2?idb=555746921&df_id=55810&55810.donation=form1&FR_ID=27711&mfc_pref=T&PROXY_ID=3736664&PROXY_TYPE=20,31,80.65%,25,58.06%,1.77,00:01:06,0.00%,0,$0.00
/site/Donation2?idb=577335694&df_id=55827&FR_ID=27178&mfc_pref=T&PROXY_ID=7987715&PROXY_TYPE=20&55827.donation=form1,31,58.06%,18,48.39%,2.19,00:02:07,0.00%,0,$0.00
/site/Donation2?idb=675961271&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15684981&PROXY_TYPE=20,31,51.61%,16,29.03%,2.29,00:02:25,0.00%,0,$0.00
/site/Donation2?idb=839367111&58513.donation=form1&df_id=58513&FR_ID=28914&mfc_pref=T&PROXY_ID=2010940&PROXY_TYPE=20,31,93.55%,29,6.45%,2.87,00:04:03,0.00%,0,$0.00
/site/Donation2?idb=880694903&df_id=56530&56530.donation=form1&FR_ID=27426&mfc_pref=T&PROXY_ID=15039980&PROXY_TYPE=20&amp;df_id=56530&idb=287572186&amp;FR_ID=27426&amp;PROXY_ID=15039980&amp;56530.donation=root&amp;PROXY_TYPE=20&amp;mfc_pref=T,31,87.10%,27,70.97%,1.42,00:00:58,0.00%,0,$0.00
/site/Donation2?idb=895172274&df_id=57991&57991.donation=form1&FR_ID=28813&mfc_pref=T&PROXY_ID=16071947&PROXY_TYPE=20&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,31,54.84%,17,35.48%,1.97,00:02:04,0.00%,0,$0.00
/site/PageNavigator/BIKE_OHA_Teampage.html,31,67.74%,21,45.16%,3.16,00:01:30,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_CAS_eventdetails_routes&s_AffiliateSecCatId=1&pw_id=10781,31,83.87%,26,35.48%,1.71,00:00:40,0.00%,0,$0.00
/site/SPageNavigator/BIKE_HOM_splash.html?NONCE_TOKEN=11E3314AED763A1973260CD01C93D40F,31,3.23%,1,12.90%,2.87,00:04:00,0.00%,0,$0.00
/site/SPageNavigator/BIKE_HOM_splash.html?NONCE_TOKEN=1819431C17BDA9ADF0FF3194FF918E7C,31,0.00%,0,0.00%,3.06,00:02:20,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc_2017&fr_id=28280,31,0.00%,0,38.71%,2.23,00:02:58,0.00%,0,$0.00
"/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=27048&s_isRegistrationThanks=true,total_amount-$55.00",31,3.23%,1,12.90%,1.29,00:00:04,0.00%,0,$0.00
/site/SPageServer/?pagename=BIKE_HOM_events&state=CA,31,25.81%,8,29.03%,2.77,00:03:31,3.23%,1,$0.00
/site/SPageServer/?pagename=BIKE_HOM_experiencebike&fr_id=27003,31,25.81%,8,32.26%,1.84,00:01:52,0.00%,0,$0.00
/site/Donation2?55835.donation=form1&idb=727260407&df_id=55835&FR_ID=27059&mfc_pref=T&PROXY_ID=12201489&PROXY_TYPE=20&55835.donation=root&amp;df_id=55835&amp;FR_ID=27059&amp;PROXY_ID=12201489&amp;PROXY_TYPE=20&amp;idb=527986352&amp;mfc_pref=T,30,76.67%,23,20.00%,2.27,00:02:22,0.00%,0,$0.00
/site/Donation2?57798.donation=form1&idb=1527862374&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=16237844&PROXY_TYPE=20&57798.donation=root&df_id=57798&FR_ID=28216&PROXY_ID=16237844&PROXY_TYPE=20&idb=1130484754&mfc_pref=T,30,50.00%,15,40.00%,1.83,00:07:38,0.00%,0,$0.00
/site/Donation2?57798.donation=form1&idb=374551337&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15419381&PROXY_TYPE=20,30,76.67%,23,36.67%,1.63,00:01:26,0.00%,0,$0.00
/site/Donation2?57798.donation=form1&idb=794033742&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=14524604&PROXY_TYPE=20&NONCE_TOKEN=6D7A71053E5D666B6660CF20D7EB5742&s_subsrc=bfIphEmPfMsg&s_src=boundlessfundraising,30,53.33%,16,70.00%,1.53,00:01:35,0.00%,0,$0.00
/site/Donation2?57798.donation=form1&idb=942081137&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=11137228&PROXY_TYPE=20&NONCE_TOKEN=33B1E1D399A18C51A75FE6C88DAB4D9F,30,50.00%,15,33.33%,1.13,00:00:19,0.00%,0,$0.00
/site/Donation2?57826.donation=form1&FR_ID=28263&mfc_pref=T&PROXY_TYPE=20&s_src=boundlessfundraising&idb=1145292934&NONCE_TOKEN=AC5516BF482026753B42210278B6737D&df_id=57826&s_subsrc=bfDskFbPfStream&PROXY_ID=15686543,30,96.67%,29,36.67%,1.33,00:00:58,0.00%,0,$0.00
/site/Donation2?58752.donation=form1&idb=964975042&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=16322328&PROXY_TYPE=20,30,70.00%,21,10.00%,1.93,00:02:57,0.00%,0,$0.00
/site/Donation2?df_id=55754&PROXY_ID=8876347&PROXY_TYPE=20&FR_ID=27190&s_subsrc=bfIphSmsPfMsg&s_src=boundlessfundraising,30,83.33%,25,93.33%,1.07,00:00:03,0.00%,0,$0.00
/site/Donation2?idb=106072155&df_id=57382&FR_ID=27876&mfc_pref=T&PROXY_ID=13811644&PROXY_TYPE=20&57382.donation=form1,30,70.00%,21,40.00%,1.93,00:03:47,0.00%,0,$0.00
/site/Donation2?idb=1194585370&df_id=58223&58223.donation=form1&FR_ID=28892&mfc_pref=T&PROXY_ID=2385180&PROXY_TYPE=20&NONCE_TOKEN=E4A83D9F1A8F2978110A3F16409B46DA,30,76.67%,23,10.00%,2.03,00:04:09,0.00%,0,$0.00
/site/Donation2?idb=1229324800&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=14672187&PROXY_TYPE=20&NONCE_TOKEN=45458335E69DCE417BD300B5ED5C1745&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,30,56.67%,17,50.00%,1.83,00:02:55,0.00%,0,$0.00
/site/Donation2?idb=1244691492&df_id=55846&FR_ID=27003&mfc_pref=T&PROXY_ID=454021&55846.donation=form1&PROXY_TYPE=22,30,30.00%,9,3.33%,2.50,00:04:35,0.00%,0,$0.00
/site/Donation2?idb=1265249472&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=15396809&PROXY_TYPE=20&55825.donation=form1,30,56.67%,17,53.33%,2.10,00:02:47,0.00%,0,$0.00
/site/Donation2?idb=1373570660&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=12719097&PROXY_TYPE=20,30,53.33%,16,63.33%,1.43,00:00:57,0.00%,0,$0.00
/site/Donation2?idb=1373832841&df_id=55808&FR_ID=27498&mfc_pref=T&PROXY_ID=455120&55808.donation=form1&PROXY_TYPE=22,30,53.33%,16,20.00%,2.33,00:04:28,0.00%,0,$0.00
/site/Donation2?idb=1519957190&df_id=57667&FR_ID=28099&mfc_pref=T&PROXY_ID=10498481&57667.donation=form1&PROXY_TYPE=20,30,66.67%,20,13.33%,2.40,00:04:42,0.00%,0,$0.00
/site/Donation2?idb=1548543499&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15546345&PROXY_TYPE=20&NONCE_TOKEN=F32AB7B81E611E5382910108CAB2D1E1&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,30,60.00%,18,40.00%,1.97,00:02:18,0.00%,0,$0.00
/site/Donation2?idb=1597511916&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=15937041&55820.donation=form1&PROXY_TYPE=20&s_subsrc=bfDskFbPfPrbdg&s_src=boundlessfundraising,30,73.33%,22,50.00%,2.13,00:01:36,0.00%,0,$0.00
/site/Donation2?idb=1599913308&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=10027567&PROXY_TYPE=20&55952.donation=form1,30,43.33%,13,56.67%,2.20,00:06:10,0.00%,0,$0.00
/site/Donation2?idb=1672985183&df_id=55823&FR_ID=27696&mfc_pref=T&PROXY_ID=8562980&55823.donation=form1&PROXY_TYPE=20,30,83.33%,25,0.00%,1.50,00:00:48,0.00%,0,$0.00
/site/Donation2?idb=174468881&df_id=57776&57776.donation=form1&FR_ID=28198&mfc_pref=T&PROXY_ID=2119517&PROXY_TYPE=20,30,86.67%,26,3.33%,2.43,00:03:50,0.00%,0,$0.00
/site/Donation2?idb=1797207755&df_id=55822&FR_ID=27694&mfc_pref=T&PROXY_ID=15320376&PROXY_TYPE=20&55822.donation=form1,30,86.67%,26,30.00%,2.27,00:03:47,0.00%,0,$0.00
/site/Donation2?idb=19229048&df_id=58509&58509.donation=form1&FR_ID=28911&mfc_pref=T&PROXY_ID=15639038&PROXY_TYPE=20&NONCE_TOKEN=D02C505B19B5EFC53CBC4891CBD127DB&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,30,43.33%,13,53.33%,1.70,00:01:36,0.00%,0,$0.00
/site/Donation2?idb=2035042303&df_id=55820&FR_ID=27006&mfc_pref=T&PROXY_ID=12821144&55820.donation=form1&PROXY_TYPE=20,30,70.00%,21,26.67%,2.67,00:03:22,0.00%,0,$0.00
/site/Donation2?idb=2056554068&df_id=58509&58509.donation=form1&FR_ID=28911&mfc_pref=T&PROXY_ID=2173449&PROXY_TYPE=20&NONCE_TOKEN=32534DDBE6E20F86C0AFA9AE60DAEB2E&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,30,90.00%,27,13.33%,1.30,00:01:13,0.00%,0,$0.00
/site/Donation2?idb=2143504254&57799.donation=form1&df_id=57799&FR_ID=28215&mfc_pref=T&PROXY_ID=12680897&PROXY_TYPE=20,30,70.00%,21,30.00%,2.00,00:01:58,0.00%,0,$0.00
/site/Donation2?idb=283949599&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=11651720&55820.donation=form1&PROXY_TYPE=20,30,76.67%,23,10.00%,2.47,00:04:41,0.00%,0,$0.00
/site/Donation2?idb=574554549&df_id=57772&FR_ID=28196&mfc_pref=T&PROXY_ID=13034163&PROXY_TYPE=20&57772.donation=form1&NONCE_TOKEN=CD648C96BF7FDD44AEE73C68FE0048C8&s_subsrc=bfIphFbPfSched&s_src=boundlessfundraising,30,86.67%,26,86.67%,1.13,00:00:28,0.00%,0,$0.00
/site/Donation2?idb=700250980&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=13011405&PROXY_TYPE=20&55952.donation=form1,30,76.67%,23,30.00%,2.07,00:04:07,0.00%,0,$0.00
/site/Donation2?idb=822075347&df_id=56012&FR_ID=27170&mfc_pref=T&PROXY_ID=1786209&PROXY_TYPE=20&56012.donation=form1,30,73.33%,22,26.67%,2.20,00:03:26,0.00%,0,$0.00
/site/Donation2?idb=858425169&df_id=55813&55813.donation=form1&FR_ID=27043&mfc_pref=T&PROXY_ID=9857602&PROXY_TYPE=20,30,56.67%,17,6.67%,3.93,00:06:18,0.00%,0,$0.00
/site/Donation2?idb=903483129&df_id=56530&56530.donation=form1&FR_ID=27426&mfc_pref=T&PROXY_ID=456849&PROXY_TYPE=22,30,80.00%,24,50.00%,2.07,00:02:21,0.00%,0,$0.00
/site/Donation2?idb=916375549&df_id=58702&FR_ID=29052&mfc_pref=T&PROXY_ID=15404381&58702.donation=form1&PROXY_TYPE=20&s_subsrc=event-email4-4-pps&s_src=bike-fy17-hom-ret-email,30,66.67%,20,36.67%,1.53,00:04:13,0.00%,0,$0.00
/site/PageNavigator/BIKE_TXH_2016BPMS150Enewsletter.html,30,50.00%,15,36.67%,1.40,00:01:34,0.00%,0,$0.00
/site/PageNavigator/BIKE_UTU_DETAILS_Event_Photos_UT.html,30,56.67%,17,26.67%,1.37,00:01:35,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_CAN_Competitions,30,46.67%,14,70.00%,2.23,00:02:48,3.33%,1,$0.00
/site/SPageServer?pagename=BIKE_HOM_aboutBikeMS&fr_id=27061&s_tafId=453968,30,90.00%,27,30.00%,1.67,00:01:17,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc_2017&fr_id=28936,30,6.67%,2,20.00%,2.27,00:01:47,0.00%,0,$0.00
"/site/SPageServer?pagename=BIKE_HOM_pc_2017&pc2_page=center&fr_id=28274&s_isRegistrationThanks=true,total_amount-$75.00",30,76.67%,23,0.00%,1.83,00:03:53,0.00%,0,$0.00
"/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=28099&s_isRegistrationThanks=true,additional_gift-$35.00,total_amount-$75.00",30,53.33%,16,0.00%,2.37,00:02:01,0.00%,0,$0.00
"/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=28124&s_isRegistrationThanks=true,total_amount-$55.00",30,23.33%,7,20.00%,1.80,00:04:40,0.00%,0,$0.00
/site/SPageServer/?list_category_id=1556&starting_postal=02125&pagename=BIKE_HOM_events&s_src=BMS-HOM-ADS&s_subsrc=MAM-DCM-129180367-68111809,30,90.00%,27,90.00%,1.00,00:00:00,0.00%,0,$0.00
/site/SPageServer/?pagename=BIKE_HOM_donate&fr_id=27006,30,66.67%,20,66.67%,1.60,00:02:08,0.00%,0,$0.00
/site/Donation2?56020.donation=form1&idb=909527062&df_id=56020&FR_ID=27149&mfc_pref=T&PROXY_ID=9245088&PROXY_TYPE=20&56020.donation=completed,29,0.00%,0,65.52%,1.17,00:00:58,0.00%,0,$0.00
/site/Donation2?57677.donation=form1&idb=1981132979&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=1839531&PROXY_TYPE=20&NONCE_TOKEN=B4DAEE04EC5D97C428929ACE18AEB70F,29,89.66%,26,3.45%,2.86,00:04:27,0.00%,0,$0.00
/site/Donation2?57798.donation=form1&idb=1517960009&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15614901&PROXY_TYPE=20&NONCE_TOKEN=674AD5C9117D63C2E15015AF5B8183A6&s_tafId=538649,29,93.10%,27,3.45%,2.14,00:03:21,0.00%,0,$0.00
/site/Donation2?57798.donation=form1&idb=1797996272&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=5556956&PROXY_TYPE=20,29,37.93%,11,10.34%,3.52,00:08:07,0.00%,0,$0.00
/site/Donation2?57798.donation=form1&idb=2088225591&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=14843059&PROXY_TYPE=20,29,65.52%,19,13.79%,2.21,00:03:15,0.00%,0,$0.00
/site/Donation2?57857.donation=form1&idb=426190905&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=2706037&PROXY_TYPE=20&NONCE_TOKEN=F958BFD651E133B7E5A29BA920821407,29,72.41%,21,27.59%,1.90,00:02:58,0.00%,0,$0.00
/site/Donation2?58752.donation=form1&idb=1027826316&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=6722486&PROXY_TYPE=20&NONCE_TOKEN=D2B1C1557210419BA9D27D13398B3421,29,75.86%,22,17.24%,1.97,00:04:09,0.00%,0,$0.00
/site/Donation2?58752.donation=form1&idb=67513849&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=16119265&PROXY_TYPE=20,29,44.83%,13,68.97%,1.62,00:03:36,0.00%,0,$0.00
/site/Donation2?idb=101634355&df_id=56012&FR_ID=27170&mfc_pref=T&PROXY_ID=15293010&PROXY_TYPE=20&56012.donation=form1,29,89.66%,26,68.97%,1.48,00:00:49,0.00%,0,$0.00
/site/Donation2?idb=1042059159&df_id=56012&FR_ID=27170&mfc_pref=T&PROXY_ID=468468&PROXY_TYPE=22&56012.donation=form1,29,75.86%,22,37.93%,2.38,00:02:18,0.00%,0,$0.00
/site/Donation2?idb=1138192929&df_id=58228&FR_ID=28893&mfc_pref=T&PROXY_ID=1772062&58228.donation=form1&PROXY_TYPE=20&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,29,0.00%,0,0.00%,4.55,00:08:17,0.00%,0,$0.00
/site/Donation2?idb=1158916873&df_id=55807&FR_ID=27037&mfc_pref=T&55807.donation=form1&PROXY_ID=453406&PROXY_TYPE=22,29,68.97%,20,17.24%,2.14,00:04:38,0.00%,0,$0.00
/site/Donation2?idb=1191344992&df_id=57776&57776.donation=form1&FR_ID=28198&mfc_pref=T&PROXY_ID=1802634&PROXY_TYPE=20,29,89.66%,26,10.34%,1.90,00:03:26,0.00%,0,$0.00
/site/Donation2?idb=12009801&df_id=58543&FR_ID=28925&mfc_pref=T&PROXY_ID=6967991&PROXY_TYPE=20&58543.donation=form1,29,93.10%,27,10.34%,2.97,00:05:20,0.00%,0,$0.00
/site/Donation2?idb=1272534995&df_id=55846&FR_ID=27003&mfc_pref=T&PROXY_ID=14890709&55846.donation=form1&PROXY_TYPE=20&s_subsrc=bfIphFbPfMsg&s_src=boundlessfundraising,29,79.31%,23,34.48%,1.76,00:02:10,0.00%,0,$0.00
/site/Donation2?idb=1457526207&df_id=55837&55837.donation=form1&FR_ID=27039&mfc_pref=T&PROXY_ID=1982871&PROXY_TYPE=20,29,89.66%,26,24.14%,2.34,00:02:39,0.00%,0,$0.00
/site/Donation2?idb=1481161461&df_id=55807&FR_ID=27037&mfc_pref=T&55807.donation=form1&PROXY_ID=13307379&PROXY_TYPE=20&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,29,79.31%,23,3.45%,1.14,00:00:32,0.00%,0,$0.00
/site/Donation2?idb=1531641243&df_id=57776&57776.donation=form1&FR_ID=28198&mfc_pref=T&PROXY_ID=1888581&PROXY_TYPE=20,29,17.24%,5,13.79%,1.34,00:01:32,0.00%,0,$0.00
/site/Donation2?idb=158454717&df_id=57667&FR_ID=28099&mfc_pref=T&PROXY_ID=11764382&57667.donation=form1&PROXY_TYPE=20&amp;57667.donation=root&amp;df_id=57667&idb=1013110567&amp;FR_ID=28099&amp;PROXY_ID=11764382&amp;PROXY_TYPE=20&amp;mfc_pref=T,29,75.86%,22,20.69%,2.97,00:05:23,0.00%,0,$0.00
/site/Donation2?idb=1626948548&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=12635194&PROXY_TYPE=20&55952.donation=form1,29,51.72%,15,48.28%,2.72,00:03:40,0.00%,0,$0.00
/site/Donation2?idb=1725134826&df_id=58830&FR_ID=29059&mfc_pref=T&PROXY_ID=14557474&58830.donation=form1&PROXY_TYPE=20,29,79.31%,23,44.83%,1.55,00:02:07,0.00%,0,$0.00
/site/Donation2?idb=1774386421&df_id=55820&FR_ID=27006&mfc_pref=T&PROXY_ID=14810428&55820.donation=form1&PROXY_TYPE=20,29,72.41%,21,17.24%,1.97,00:01:51,0.00%,0,$0.00
/site/Donation2?idb=1781490491&df_id=58231&FR_ID=28894&mfc_pref=T&58231.donation=form1&PROXY_ID=16181380&PROXY_TYPE=20,29,86.21%,25,34.48%,2.48,00:05:14,0.00%,0,$0.00
/site/Donation2?idb=2020753082&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=15372420&PROXY_TYPE=20&55952.donation=form1,29,55.17%,16,48.28%,2.45,00:04:45,0.00%,0,$0.00
/site/Donation2?idb=2040452044&df_id=58680&58680.donation=form1&FR_ID=29046&mfc_pref=T&PROXY_ID=16137822&PROXY_TYPE=20&NONCE_TOKEN=2D38E737FACC30D85BCB437494942A87,29,31.03%,9,37.93%,2.45,00:03:46,0.00%,0,$0.00
