Fiscal Year,Event ID,Security Category Name,Public Event Name,Event Created Date,Event Date,Event Goal($),Active Registrations,Inactive Registrations,Total Fees Paid,Total of All Confirmed Gifts($),Total Online Gifts($),Teams,Captains,Average Team Size,Team pages with custom URL,Emails Sent,Personal pages with custom URL,Total Offline Confirmed Gifts($),Self Donors,Total From Participant($),Non-self Donors,Total Not From Participant($),Total Team Gifts($),Total Event Gifts($),Total Offline Unconfirmed Gifts($),Street Address,City,State,Zip Code,Internal Event Name,Previous Event ID
2014,23837,NYR Bike Events,NYR - 2014 MS Great 8 - Beach to Beach Tour,12/19/2013 15:39,10/6/2014 10:39,200000,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,,None,,NYR - 2014 MS Great 8 - Beach to Beach Tour,21421
2013,21421,NYR Bike Events,NYR - 2013 MS Great 8 Tour Du Lac,1/18/2013 11:38,8/4/2013 16:08,200000,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,,None,,NYR - 2013 MS Great 8 Tour Du Lac,0
2015,25870,NYR Bike Events,Bike MS: Buffalo's Great Lake Escape 2015,11/25/2014 8:56,8/8/2015 7:05,75000,214,1,3045.5,78518.56,58156.48,24,25,5,3,5367,9,20362.08,100,13817,115,70344.56,3644.44,62.28,3527,10191 Old Lake Shore Road,Angola,NY,14081,NYR 2015 Bike MS: Buffalo's Great Lake Escape,23846
2016,27715,NYR Bike Events,Bike MS: Finger Lakes Challenge 2016,11/11/2015 10:46,7/16/2016 8:34,125000,189,0,3486,52601.31,36927.25,18,15,5,0,3186,0,15674.06,77,16812.75,112,43693.56,250,7554,7785,141 Central Ave,Keuka Park,NY,14478,NYR 2016 Bike MS: Finger Lakes Challenge,25868
2016,27718,NYR Bike Events,Bike MS: Buffalo's Great Lake Escape 2016,11/12/2015 8:19,8/6/2016 12:34,125000,190,1,2790,58247.6,46790,25,22,4,0,1399,0,11457.6,96,19955.75,95,45541.85,670,7160.1,7240,10191 Old Lake Shore Road ,Irving,NY,14081,NYR 2016 Bike MS: Buffalo's Great Lake Escape,25870
2016,27717,NYR Bike Events,Bike MS: ROC the Ride 2016,11/11/2015 14:02,8/27/2016 12:35,125000,201,3,2915,69727.53,47834.92,19,20,5,0,1777,0,21892.61,91,20671,113,54924.53,2380,6024.05,202,1000 E River Rd,Rochester,NY,14623,NYR 2016 Bike MS: ROC the Ride,25872
2014,23846,NYR Bike Events,Bike MS: Southtowns Shuffle 2014,12/24/2013 8:27,8/9/2014 14:41,37825,74,1,1068.22,35296.19,26826,12,12,3,0,975,5,8470.19,33,6687.99,42,31896.7,1450,0,3288.5,7070 Seneca St,Elma,NY,14059,"New York, Elma - Bike MS 2014",21110
2014,23737,NYR Bike Events,Bike MS: Hudson River Ramble 2014,11/21/2013 14:53,9/20/2014 10:09,85000,159,3,3074.92,108419.17,73312.55,22,22,4,0,2473,4,35106.62,79,14902.5,83,100039.93,4587,282.61,3395.26,1 Celebration Way ,Schodack ,NY,12033,"New York, Schodack - Bike MS 2014",0
2017,28957,NYR Bike Events,Bike MS: ROC the Ride 2017,12/9/2016 8:42,9/9/2017 10:34,100000,192,8,2268.5,61194.67,41758.67,20,19,5,6,1301,19,19436,87,17757.89,113,46391.78,350,2600,2600,1000 E River Rd,Rochester,NY,14623,NYR 2017 Bike MS: ROC the Ride,27717
2013,21112,NYR Bike Events,2013 Hudson River Ramble ,11/29/2012 9:45,9/21/2013 14:27,58250,124,3,2560,98510.25,63143.95,13,13,6,1,2852,5,35366.3,77,12048,50,94180.48,2936,150,5549.26,,Schodack ,NY,12033,"New York, Schodack - Bike MS Hudson River Ramble 2013",18094
2013,21110,NYR Bike Events,2013 Southtowns Shuffle ,11/29/2012 9:40,8/10/2013 10:44,37425,77,1,1535,31674.41,17329.11,12,12,4,1,569,4,14345.3,34,3670.65,44,31018.76,755,20,2995,,Orchard Park ,NY,14127,"New York, Western NY - Bike MS Southtowns Shuffle 2013",18093
2015,25871,NYR Bike Events,Bike MS: Hudson River Ramble 2015,11/25/2014 9:33,9/19/2015 9:35,100000,139,0,1996.5,72704.49,48280.04,18,18,3,1,1329,4,24424.45,69,10031,70,63693.49,1760,1051,120,1 Celebration Way,Schodack,NY,12033,NYR 2015 Bike MS: Hudson River Ramble,23737
2013,21476,OHA Bike Events,Ohio - Bike MS: Central Ohio Challenge 2013,2/1/2013 9:42,7/20/2013 15:37,50000,115,2,2410,33425.47,20828.5,12,12,6,1,489,4,12596.97,62,6397,55,31260.94,9470,0,145,7600 Fodor Rd.,New Albany,OH,43054,Ohio - Bike MS: Central Ohio Challenge 2013,0
2014,21916,OHA Bike Events,OHA Bike MS 2014,4/10/2013 12:16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OHA Bike MS 2014,0
2017,28814,OHA Bike Events,Bike MS: Central Ohio Challenge 2017,9/23/2016 8:19,7/8/2017 6:13,73500,184,6,5258,66670.49,56402.36,20,21,5,4,4244,21,10268.13,128,17304.36,62,50321.38,160,685,905.25,5600 Post Road, Dublin,OH,43017,OHA 2017 Bike MS: Central Ohio Challenge,27246
2016,27178,OHA Bike Events,Bike MS: Buckeye Breakaway 2016,10/8/2015 10:19,8/6/2016 15:26,1600000,1371,66,38492,889122.84,578650.88,144,144,7,22,29344,151,310471.96,751,155819.71,686,752017.31,7558.62,15610,18285, 3581 Center Rd.,Brunswick,OH,44212,OHA 2016 Bike MS: Buckeye Breakaway,25890
2015,25890,OHA Bike Events,OHA 2015 Bike MS: Buckeye Breakaway,12/2/2014 8:06,8/1/2015 11:02,1600000,1736,72,50605,1104229.23,686571,186,201,7,12,33793,92,417658.23,926,178560.63,882,934016.6,26253.23,2441,5715,School 3581 Center St.,Brunswick,OH,44212,OHA 2015 Bike MS: Buckeye Breakaway,23877
2015,25889,OHA Bike Events,OHA 2015 Bike MS: Bike to the Bay,12/1/2014 13:25,6/20/2015 14:10,540000,701,33,21480,336913.98,198540.46,74,78,6,2,12640,21,138373.52,358,59946.86,376,282902.52,4886,515,1456.25,13385 Roachton Road,Perrysburg,OH,43551,OHA 2015 Bike MS: Bike to the Bay,23906
2017,28892,OHA Bike Events,Bike MS: Buckeye Breakaway 2017,10/12/2016 12:44,8/5/2017 11:21,931500,1182,57,25691,794284.52,537229.38,129,130,7,0,25130,0,257055.14,638,140399.77,601,690351.74,10485.19,6540,16980,3581 Center Rd,Brunswick,OH,44212,OHA 2017 Bike MS: Buckeye Breakaway,27178
2014,23877,OHA Bike Events,Bike MS: Pedal to the Point 2014,1/7/2014 12:38,8/2/2014 10:36,1520000,2676,123,51575,1413171.25,856242.84,234,247,8,14,49251,113,556928.41,1296,229302.07,1503,1201343.18,40766.92,1640.06,8307,3581 Center Road,Brunswick,OH,44212,Ohio - Bike MS: Pedal to the Point Ride 2014,20976
2017,28384,OHA Bike Events,Bike MS: Bike to the Bay (Ohio) 2017,9/14/2016 13:56,6/24/2017 8:19,395000,619,46,15371,305800.47,197007.75,73,71,5,0,7808,0,108792.72,352,70173.39,313,255886.08,4165.36,14945,17398,30335 Oregon Rd.,Perrysburg,OH,43551,OHA 2017 Bike MS: Bike to the Bay,27188
2016,27188,OHA Bike Events,Bike MS: Bike to the Bay 2016,10/12/2015 13:20,6/25/2016 12:33,450000,671,22,20365,346890.2,237096.17,71,71,6,13,12584,90,109794.03,409,88185.2,284,285632,2024,18405,22731,30335 Oregon Rd,Perrysburg,OH,43551,OHA 2016 Bike MS: Bike to the Bay,25889
2014,21775,OHA Bike Events,OHA Bike MS 2014,4/1/2013 8:09,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OHA Bike MS 2014 OLD,0
2013,21077,OHA Bike Events,Ohio - Bike MS: Bike to the Bay 2013,11/26/2012 13:41,6/29/2013 9:37,470000,829,21,23600,363623.19,154205.58,70,71,8,2,8063,27,209417.61,366,65994.08,484,300753.11,5631.5,76.38,3042,1406 Key Street,Maumee,OH,43537,Ohio - Bike MS: Bike to the Bay 2013,18404
2014,23916,OHA Bike Events,Bike MS: Central Ohio Challenge 2014,1/8/2014 13:44,7/12/2014 13:12,50000,144,2,2400,44902.2,30504.2,20,21,4,2,2761,3,14398,83,8893,63,36354.2,5356,28,115,7600 Fodor Road,New Albany ,OH,43052,Ohio - Bike MS: Central Ohio Challenge 2014,21476
2013,20976,OHA Bike Events,Ohio - Bike MS: Pedal to the Point Ride 2013,11/9/2012 13:01,8/3/2013 15:27,1500000,2627,122,65965,1466107.01,819526.3,231,251,8,14,51701,146,646580.71,1322,225965.05,1427,1250264.46,42394.09,891.5,8066.5,3581 Center Road,Brunswick,OH,44212,Ohio - Bike MS: Pedal to the Point Ride 2013,18300
2014,23906,OHA Bike Events,Bike MS: Bike to the Bay 2014,1/8/2014 7:52,6/21/2014 15:03,445962,866,63,19065,389765.89,201778.32,83,84,7,4,6216,18,187987.57,432,80426.01,497,315490.88,3040.22,165,2133,13385 Roachton Road,Perrysburg,OH,43551,Ohio - Bike MS: Bike to the Bay 2014,21077
2014,23876,OHA Bike Events,Ohio - Bike MS: Pedal to the Point 2014,1/7/2014 10:27,8/2/2014 9:39,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3581 Center Road,Brunswick,OH,44212,Ohio - Bike MS: Pedal to the Point 2014 DON'T USE!!!!,20976
2015,25887,OHA Bike Events,OHA 2015 Bike MS: Central Ohio Challenge,12/1/2014 10:07,7/11/2015 11:53,60950,158,0,3730,56033.3,35293.43,16,18,5,1,525,6,20739.87,96,9345.43,62,46807.87,4643,100,15,7175 Glacier Ridge Blvd,Dublin,OH,43017,OHA 2015 Bike MS: Central Ohio Challenge,23916
2013,20369,OHA Bike Events,Bike MS: Pedal to the Point 2013,10/2/2012 11:20,8/3/2013 8:02,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,OH,,OHA Bike MS 2013,18300
2016,27246,OHA Bike Events,Bike MS: Central Ohio Challenge 2016,10/20/2015 14:05,7/9/2016 12:33,60000,230,4,6110,72010.27,51444.5,26,25,6,4,3646,25,20565.77,146,17913.5,88,54596.77,855,100,450,8300 Hyland-Croy Rd,Dublin,OH,43016,OHA 2016 Bike MS: Central Ohio Challenge,25887
2013,21056,OHG Bike Events,"Ohio, Oregonia - bike MS: Venture the Valley 2013",11/20/2012 7:50,8/24/2013 12:51,650000,749,6,16697.03,536747.65,328929.95,53,57,12,3,17585,45,207817.7,449,102248.07,306,470446.31,12794.15,10741.23,10106.23,5291 State Route 350,Oregonia,OH,45054,OHG 2013 Bike - 11-20-12,17764
2014,22619,OHG Bike Events,"Ohio, Oregonia - Bike MS 2014",8/20/2013 14:50,8/23/2014 12:55,650000,748,3,17660.59,511958.49,317105.21,51,57,13,8,17136,43,194853.28,403,92598.22,348,453545.56,6402,5937.34,9590.34,5291 SR 35,Oregonia,OH,45054,"OHG Ohio, Oregonia - Bike MS 2014",21056
2015,24950,OHG Bike Events,BIKE_,8/21/2014 7:21,1/1/2015 14:28,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,BIKE_,0
2014,21917,OHG Bike Events,Ohio - bike MS: Venture the Valley 2014,4/10/2013 12:16,8/23/2014 12:56,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5291 SR 35,Oregonia,OH,45054,OHG Bike MS 2014,21056
2014,21776,OHG Bike Events,OHG Bike MS 2014,4/1/2013 8:09,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OHG Bike MS 2014 OLD,0
2013,20370,OHG Bike Events,Ohio - bike MS: Venture the Valley 2013,10/2/2012 11:20,8/24/2013 12:36,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5291 SR 35,Oregonia,OH,45054,OHG Bike MS 2013,17764
2015,24937,OHG Bike Events,OHG 2015 Bike MS: Cincinnati,8/19/2014 14:38,10/17/2015 9:09,650000,5,0,155,0,0,1,1,2,0,0,0,0,0,0,5,0,0,0,0,,Cincinnati,OH,45202,OHG 2015 Bike MS: Cincinnati,0
2015,24907,OHG Bike Events,Ohio - Bike MS: Venture the Valley 2015,8/13/2014 14:31,8/22/2015 13:10,650000,644,0,10866.59,405766.4,258888.02,49,55,11,3,14872,33,146878.38,361,73074.63,283,338124.77,3487.58,1736.5,3003,5291 SR 35,Oregonia,OH,45054,OHG 2015 Bike MS: Oregonia,22619
2016,27093,OHG Bike Events,Bike MS: Dayton 2016,9/30/2015 15:44,6/5/2016 12:31,26000,67,0,1350,15623.25,13027.25,12,15,4,5,337,14,2596,41,3313.25,26,12560,0,1,130,1385 Harshman Rd,Dayton,OH,45431,OHG 2016 Bike MS: Dayton,26039
2017,28997,OHG Bike Events,Bike MS: Dayton 2017,12/16/2016 15:41,9/17/2017 15:53,21250,69,1,1187.5,21413.1,17237,16,17,3,3,91,10,4176.1,45,4004.1,25,18390,20,610,450,1385 Harshman Rd,Dayton,OH,45431,OHG 2017 Bike MS: Dayton,27093
2017,28922,OHG Bike Events,Bike MS: Oxford 2017,11/17/2016 14:23,8/5/2017 14:21,416000,466,3,8787.53,345165.91,242163.62,44,50,9,16,14724,68,103002.29,261,60854.93,208,303939.98,11474.38,3557,15939,600 Maple Street,Oxford,OH,45056,OHG 2017 Bike MS: Oxford,27092
2015,26039,OHG Bike Events,OHG 2015 Bike MS: Dayton,1/16/2015 14:03,6/6/2015 14:50,40000,82,0,1200,17375,14530,12,13,5,0,133,0,2845,48,3910,34,13485,850,60,0,111 East Monument Avenue,Dayton,OH,45202,OHG 2015 Bike MS: Dayton,0
2016,27092,OHG Bike Events,Bike MS: Oxford 2016,9/30/2015 15:43,8/6/2016 9:00,448000,556,0,17575.42,417555.66,279480.2,53,58,9,28,19809,66,138075.46,334,68236.52,222,352514.14,7246.76,2891.09,2045,501 E. High Street,Oxford,OH,45056,OHG 2016 Bike MS: Oxford,24907
2014,21918,OHO Bike Events,OHO Bike MS 2014,4/10/2013 12:16,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OHO Bike MS 2014,0
2014,21777,OHO Bike Events,OHO Bike MS 2014,4/1/2013 8:09,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OHO Bike MS 2014 OLD,0
2013,20371,OHO Bike Events,OHO Bike MS 2013,10/2/2012 11:20,7/22/2013 13:33,475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1406 Key Street,Maumee,OH,43537,OHO Bike MS 2013,18404
2016,27871,OKE Bike Events,Bike MS: The Road Divided 2016,1/5/2016 10:06,9/24/2016 15:49,375000,371,6,6922,269113.23,148153.77,40,44,8,6,5379,38,120959.46,224,81818.94,153,214533.6,600.78,24990,25607.31, 2801 E. State HWY 9,Norman,OK,73071,TXH 2016 Bike MS: Norman,26056
2014,21919,OKE Bike Events,OKE Bike MS 2014,4/10/2013 12:17,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OKE Bike MS 2014,0
2015,26786,OKE Bike Events,"TXH Oklahoma, Norman - Transportation - Bike MS 2015",7/31/2015 10:46,9/26/2015 16:10,0,63,0,1890,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,[BIKE SITE ADDRESS],[BIKE SITE CITY],TX,,"TXH Oklahoma, Norman - Transportation - Bike MS 2015",0
2014,21778,OKE Bike Events,OKE Bike MS 2014,4/1/2013 8:09,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OKE Bike MS 2014 OLD,0
2016,27901,OKE Bike Events,TXH 2016 Bike MS: Norman Transportation,1/18/2016 16:06,9/24/2016 16:10,0,40,0,1200,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,,,,,TXH 2016 Bike MS: Norman Transportation,26786
2013,21466,OKE Bike Events,"Oklahoma, Chandler - Bike MS: The Mother Road Ride 2013",1/31/2013 8:04,9/21/2013 10:09,500000,566,32,13990,347747.12,237353.74,55,59,8,6,11500,30,110393.38,283,80366.25,315,271115.87,4434.87,2815,2673,1179 W. 15th St.,Chandler,OK,74834,"Oklahoma, Chandler - Bike MS: The Mother Road Ride 2013",18945
2015,26056,OKE Bike Events,Bike MS: The Road Divided 2015,1/21/2015 12:45,9/26/2015 15:27,540000,429,18,11781,296688.63,180379.71,49,58,6,7,5602,22,116308.92,213,81927.12,234,228821.51,2000,14410,13060,2701 East Imhoff Road,Norman,OK,73071,"TXH Oklahoma, Norman - Bike MS 2015",24000
2014,24000,OKE Bike Events,"Oklahoma, Chandler - Bike MS 2014",2/11/2014 13:48,9/20/2014 11:16,500000,380,15,7643.72,277056.22,193162.31,45,51,7,7,8748,21,83893.91,210,143386.05,185,190918.9,2693.7,56197.04,56343.73,1179 W. 15th St.,Chandler,OK,74834,"Oklahoma, Chandler - Bike MS 2014",21466
2013,20372,OKE Bike Events,OKE Bike MS 2013,10/2/2012 11:20,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,OK,,OKE Bike MS 2013,0
2014,22739,ORC Bike Events,2014 Bike MS Willamette Valley,8/29/2013 18:24,8/1/2014 15:42,610000,716,136,20459,571858.94,408730.53,68,75,7,15,18697,70,163128.41,274,110432.78,578,511752.61,11393,38091,45058.45,345 N Monmouth Avenue,Monmouth,OR,97361,"Oregon, Portland - Bike MS 2014",21039
2017,28196,ORC Bike Events,Bike MS: Willamette Valley 2017,7/27/2016 13:35,8/4/2017 20:57,786220,632,32,15260,633883.99,448491.74,55,63,10,0,16327,0,185392.25,383,116405.64,281,566762.87,7921,19000,25462.5,345 Monmouth Ave. N.,Monmouth,OR,97361,ORC 2017 Bike MS: Willamette Valley,27007
2013,19458,ORC Bike Events,2013 Bike MS Oregon Willamette Valley,7/3/2012 13:35,8/3/2013 13:23,460000,188,3,2042,0,0,35,37,4,1,33,0,0,3,0,188,0,0,0,0,,Willamette Valley,OR,,ORC 2013 Bike MS Oregon Willamette Valley,0
2015,24766,ORC Bike Events,Bike MS: Willamette Valley 2015,7/21/2014 16:04,7/31/2015 8:46,740000,658,133,18720,694009.87,471575.1,62,72,9,0,21866,0,222434.77,396,124707.36,395,632330.75,12591.25,30941.3,38397.24,345 N Monmouth Avenue,Monmouth,OR,97361,ORC 2015 Bike MS: Willamette Valley,22739
2016,26964,ORC Bike Events, Bike MS: Willamette Valley 2016,8/26/2015 8:08,8/5/2016 18:55,826218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,ORC 2016 Bike MS: Willamette Valley,0
2014,21779,ORC Bike Events,ORC Bike MS 2014,4/1/2013 8:09,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,ORC Bike MS 2014 OLD,0
2013,21039,ORC Bike Events,2013 Bike MS Willamette Valley,11/18/2012 0:55,8/3/2013 13:23,450000,678,43,21335,497098.57,327965.46,67,71,8,10,18599,65,169133.11,309,86660.6,412,443592.97,5069,27161.5,28630,345 N. Monmouth Ave.,Monmouth,OR,97361,"Oregon, Portland - Bike MS 2013",18521
2013,19975,ORC Bike Events,2013 ORC Test Bike MS Child 2,8/10/2012 10:28,5/4/2013 7:08,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 Center Court,Portland,OR,97227,2013 ORC Test Bike MS Child 2,0
2016,27007,ORC Bike Events,Bike MS: Willamette Valley 2016,8/31/2015 18:45,8/5/2016 18:12,776221,628,100,17849,712183.2,509146.53,64,75,8,23,26250,147,203036.67,409,124261.9,319,651649.3,11047,38954.5,40190,345 Monmouth Ave N,Monmouth,OR,97361,ORC 2016 Bike MS: Oregon,24766
2014,21921,PAC Bike Events,Mason-Dixon Challenge,4/10/2013 12:17,7/26/2014 11:05,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300 N Washington St,Gettysburg,PA,17325,PAC Bike MS 2014,0
2014,21780,PAC Bike Events,PAC Bike MS 2014,4/1/2013 8:10,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,PAC Bike MS 2014 OLD,0
2014,23266,PAC Bike Events,"Pennsylvania, Gettysburg - Bike MS 2014: Mason-Dixon Challenge",10/9/2013 8:24,7/26/2014 9:28,300000,377,0,7842.5,166084.17,80643.25,30,30,8,1,5082,8,85440.92,170,24070.5,207,142103.67,5105.68,104,90,300 N Washington St,Gettysburg,PA,17325,"Pennsylvania, Gettysburg - Bike MS 2014",19476
2013,19476,PAC Bike Events,bike MS Mason-Dixon Challenge 2013 presented by Capital BlueCross,7/9/2012 14:01,7/13/2013 10:42,300000,423,0,7439,159568.24,73171.81,40,42,6,1,7523,9,86396.43,185,22640,238,137178.24,1265,107,85,,Gettysburg,PA,17325,PAC bike MS Mason-Dixon Challenge 2013,17644
2013,20374,PAC Bike Events,PAC Bike MS 2013,10/2/2012 11:21,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,PA,,PAC Bike MS 2013,0
2015,26347,PAE Bike Events,PAE Bike MS 2015 - Dummy Event,4/29/2015 22:34,9/27/2015 19:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,PAE Bike MS 2015 - Dummy Event,0
2014,21922,PAE Bike Events,"New Jersey, Cherry Hill  Bike MS: City to Shore 2014",4/10/2013 12:17,,6000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,NJ,,PAE Bike MS 2014,17956
2013,20375,PAE Bike Events,PAE Bike MS 2013,10/2/2012 11:21,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,PA,,PAE Bike MS 2013,0
2017,28216,PAE Bike Events,Bike MS: City to Shore Ride 2017,8/11/2016 8:44,9/23/2017 8:33,6500000,7207,121,248443.42,4485757.63,3405468.59,673,638,7,214,161189,913,1080289.04,3557,923754.29,3771,3764362.61,83160.29,143318,182640.27,,Cherry Hill,NJ,8002,PAE 2017 Bike MS: City to Shore Ride - CTS,27061
2015,25223,PAE Bike Events,Bike MS: City to Shore Ride 2015,9/19/2014 15:18,9/26/2015 10:47,6600000,9266,315,311128,4966113.39,3688115.06,698,762,9,2,213069,0,1277998.33,3920,887155.16,5661,4151307.23,97741.24,10824.19,58421,,Cherry Hill,NJ,8003,PAE0EMS120150926CTS Bike MS: City to Shore Ride 2015,22817
2013,20331,PAE Bike Events,"New Jersey, Cherry Hill  Bike MS: City to Shore 2013",9/29/2012 4:45,9/28/2013 8:03,6000000,9792,186,328246,5522678.29,3846679.52,716,776,10,0,223837,0,1675998.77,4207,899176.81,5771,4726109.05,107034.78,5532.29,74850.57,,"Cherry Hill, NJ with alternate start locations",NJ,8003,PAE0EMS120130928CTS - Bike MS: City to Shore Ride 2013,17956
2016,27060,PAE Bike Events,Bike MS: Bike to the Bay 2016,9/18/2015 8:23,9/10/2016 12:45,1000000,1045,27,37575,596467.8,444458.46,132,129,5,0,15849,0,152009.34,529,120957.67,543,496486.13,6887.75,17154.71,18776,,Dover,DE,19904,PAE0EMS120161008BTB - PAE 2016 Bike MS: Bike to the Bay,25198
2014,22817,PAE Bike Events,"New Jersey, Cherry Hill  Bike MS: City to Shore 2014",9/10/2013 14:57,9/27/2014 13:49,6000000,9981,206,332895,5652258.68,4132469.38,710,781,10,0,253940,0,1519789.3,4467,967241.8,5720,4781696.66,115415.6,4586.24,69444.78,,Cherry Hill,NJ,8002,"PAE0EMS120140927CTS - New Jersey, Cherry Hill - Bike MS: City to Shore 2014",20331
2014,23838,PAE Bike Events,PAE - 2014 MS Great 8 - Beach to Beach Tour,12/19/2013 15:39,10/6/2014 10:39,200000,6,0,0,59880,19560,1,1,6,0,60,1,40320,4,13255,2,47275,0,0,650,,,None,,PAE - 2014 MS Great 8 - Beach to Beach Tour,21414
2014,21781,PAE Bike Events,PAE Bike MS 2014,4/1/2013 8:10,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,PAE Bike MS 2014 OLD,0
2016,27061,PAE Bike Events,Bike MS: City to Shore Ride 2016,9/18/2015 8:28,9/24/2016 9:27,6600000,7870,162,239993,4678727.55,3506506.75,681,695,8,1,195972,0,1172220.8,3987,930507.47,4045,3846817.08,79763.9,63607.09,94526,,Cherry Hill,NJ,8003,PAE0EMS120160924CTS - PAE 2016 Bike MS: City to Shore Ride,25223
2013,21414,PAE Bike Events,PAE - 2013 MS Great 8 Tour Du Lac,1/18/2013 11:23,8/4/2013 16:08,200000,6,0,0,51936.5,18214,1,1,6,0,234,1,33722.5,5,17870,1,36411.5,0,0,505,,,None,,PAE - 2013 MS Great 8 Tour Du Lac,0
2015,25906,PAX Bike Events,"Bike MS: Keystone Country Ride, 20th Anniversary Ride",12/5/2014 9:44,7/18/2015 14:19,475000,520,22,12455,514559.54,280633.67,36,39,9,4,15483,16,233925.87,227,77991,315,451096.54,7795,300,9073,1501 N. Montgomery Street,Hollidaysburg,PA,16648,PAX 2015 Bike MS: Keystone Country Ride,23047
2017,28909,PAX Bike Events,Bike MS: Keystone Country Ride 2017,11/7/2016 9:46,7/22/2017 11:48,520000,351,16,6951.5,457743.71,248366.45,28,28,7,7,11124,31,209377.26,163,71595.95,204,454522.76,17420.71,631.3,490,1501 N. Montgomery Street,Hollidaysburg,PA,16648,PAX 2017 Bike MS: Keystone Country Ride,27770
2016,27739,PAX Bike Events,Bike MS: Cook Forest River Ride 2016,11/17/2015 13:55,9/17/2016 12:23,100000,360,7,7887,77175.73,36881.48,36,38,5,0,971,0,40294.25,204,25711.53,163,58781.2,2022,6176,6842,Log Cabin Inn & Pavilion #1,Cooksburg,PA,16217,PAX 2016 Bike MS: Cook Forest River Ride,25896
2016,27770,PAX Bike Events,Bike MS: Keystone Country Ride 2016,12/1/2015 14:12,7/23/2016 12:23,475000,381,14,7609,422162.4,271912.4,34,35,6,0,13663,0,150250,182,39957.53,213,430519.37,4817,1509,10560,1501 N. Montgomery Street,Hollidaysburg,PA,16648,PAX 2016 Bike MS: Keystone Country Ride,25906
2013,21346,PAX Bike Events,bike MS: Cook Forest River Ride 2013,1/7/2013 8:47,9/21/2013 10:53,80000,419,11,9760,76358.1,41928,46,46,4,4,1300,15,34430.1,157,12536,273,65967.1,2666,1050,1835,Log Cabin Inn & Pavilion #1,Cooksburg,PA,16217,Pennsylvania - bike MS: Cook Forest River Ride 2013,18480
2016,27771,PAX Bike Events,Bike MS: Mason Dixon Challenge 2016,12/1/2015 14:13,8/6/2016 12:23,300000,274,3,3593,123466.32,63747,22,19,5,1,3161,10,59719.32,105,21685,172,102723.32,940,2524,175,78 Country Club Trail ,Fairfield,PA,17320,PAX 2016 Bike MS: Mason Dixon Challenge,25966
2017,28311,PAX Bike Events,Bike MS: Escape to the Lake 2017,9/13/2016 13:51,6/10/2017 9:59,600000,689,31,16131.5,538867.39,322646.22,56,60,9,0,19570,0,216221.17,412,88480.5,308,475794.89,7231,7460,19441,225 Pleasant Valley Rd,Portersville,PA,16051,PAX 2017 Bike MS: Escape to the Lake,27690
2014,23268,PAX Bike Events,bike MS: Cook Forest River Ride 2014,10/9/2013 10:29,9/20/2014 13:42,100000,386,16,8450,85398.3,34465.3,38,39,5,5,870,9,50933,162,14976.1,240,71342.2,2342,200,920,Log Cabin Inn & Pavilion #1,Cooksburg,PA,16217,Pennsylvania - bike MS: Cook Forest River Ride 2014,21346
